negative_ratio,negative_multiplier,n_runs,mean_n_train,mean_n_test,test_auroc_mean,test_auroc_sd,test_auroc_se,test_auroc_min,test_auroc_max,test_auprc_mean,test_auprc_sd,test_auprc_se,test_auprc_min,test_auprc_max,test_f1_mean,test_f1_sd,test_f1_se,test_f1_min,test_f1_max,test_precision_mean,test_precision_sd,test_precision_se,test_precision_min,test_precision_max,test_recall_mean,test_recall_sd,test_recall_se,test_recall_min,test_recall_max,n_go_selected_mean,n_go_selected_sd,n_go_selected_se,n_go_selected_min,n_go_selected_max,D_mean,D_sd,D_se,D_min,D_max
1:1,1,5,862.0,216.0,0.9767832647462276,0.006705189856074201,0.002998652064044789,0.9683641975308642,0.9840534979423868,0.9741678919251099,0.004243757811843109,0.0018978661894653906,0.967466430764946,0.9790488778195844,0.9362263384013085,0.009540298987437352,0.004266551412316466,0.9216589861751152,0.9483568075117371,0.9359573434789432,0.023367927328724825,0.010450454800060757,0.9174311926605505,0.9619047619047619,0.937037037037037,0.01656346649999846,0.0074074074074074155,0.9166666666666666,0.9537037037037037,42.4,1.9493588689617927,0.8717797887081347,40.0,45.0,48.4,1.9493588689617927,0.8717797887081347,46.0,51.0
1:2,2,5,1293.0,324.0,0.9786351165980797,0.004622738005534674,0.0020673512845094657,0.9724794238683128,0.9836676954732511,0.9481234499099891,0.01217852871531882,0.0054464036146772135,0.9283793400633191,0.9600254754261849,0.914586429057033,0.016717744858374742,0.007476402786764703,0.9009009009009009,0.9406392694063926,0.9073003133053584,0.018941825384353926,0.008471041835469291,0.8771929824561403,0.9279279279279279,0.9222222222222222,0.021316415617076555,0.00953299087128426,0.8981481481481481,0.9537037037037037,40.4,2.8809720581775866,1.2884098726725124,38.0,45.0,46.4,2.8809720581775866,1.2884098726725124,44.0,51.0
1:3,3,5,1724.0,432.0,0.9840649291266577,0.005125965323510611,0.002292401382735285,0.9755372656607224,0.9886831275720165,0.9526296416187178,0.015292353156360915,0.006838948238711295,0.9359912888659666,0.9756988956426285,0.8950744197675448,0.022166299711450118,0.009913070592887287,0.8596491228070176,0.918918918918919,0.8697989043755634,0.03148046508529033,0.014078491978803578,0.8166666666666667,0.8947368421052632,0.9222222222222222,0.016820279744986052,0.007522257782070328,0.9074074074074074,0.9444444444444444,40.6,0.5477225575051661,0.24494897427831777,40.0,41.0,46.6,0.5477225575051661,0.24494897427831777,46.0,47.0
1:4,4,5,2155.0,540.0,0.9834405006858711,0.005499337361408128,0.0024593784342625807,0.9752657750342933,0.9883401920438958,0.9393869828840018,0.0212783025345951,0.009515946182632143,0.9130321934375021,0.9620838715786533,0.8838975468975467,0.028753226077894947,0.012858833616518552,0.8392857142857143,0.9090909090909091,0.861733190181466,0.0359750435244476,0.01608852856283569,0.8103448275862069,0.8928571428571429,0.9074074074074072,0.021714887776960325,0.009711193038612516,0.8703703703703703,0.9259259259259259,38.2,1.3038404810405297,0.58309518948453,37.0,40.0,44.2,1.3038404810405297,0.58309518948453,43.0,46.0
1:5,5,5,2586.0,648.0,0.9844410150891634,0.004992018261269893,0.002232498435423957,0.9787208504801097,0.9906207133058984,0.9325688145392588,0.02172924482633589,0.009717613706284533,0.9028595343713347,0.9552030219220602,0.8619635639781528,0.030387419365652618,0.013589667072478558,0.831858407079646,0.9023255813953488,0.8297141245620493,0.049618318049481525,0.022189986417569092,0.7936507936507936,0.9065420560747663,0.8981481481481481,0.023606571822188813,0.010557179862029052,0.8703703703703703,0.9259259259259259,38.0,1.224744871391589,0.5477225575051661,36.0,39.0,44.0,1.224744871391589,0.5477225575051661,42.0,45.0
